Text Clean,Sentiment
update sesason bug menerus kali main server kesini sekarangsering masuk pertempuran sendiridi update bagus jelek,negative
player servernya kendala hp tencent seringkali pas war nyalahin tencent tuh game game kekurangan kelebihan saudara laki-laki,negative
tencent tencent pubg error melulu semenjak update mb error gabisa atur control masuk menu atur control game auto game,negative
gyroscope berubah anjing tai anjing tencent main gyroscope ubah update buka scope pakai gyroscope kiri teropongnya kanan kanan teropong bergerak kiri update adaptasi buka teropong kanan teropongnya kananbegitu anjing tencent bodoh updatenya player bakan cepat bosan anjing tencent,negative
memasuki map sanhok dimana force close making match tolong fix bug glitch,negative
bagus lahtapi bug musuh kepalanya cinta tu kepala kena band pdahal bug pubg,negative
bintang pemain berhenti updatean trus memakan memory nggk kayak pubg memakan ruang g kayak skrang updatepliss jngan memakan ruang biar ramai pemainya,negative
tolong dongsegenap editor tencentpendownloadtan gagal pengguna mengulang menghilangkan data kuota gigadata perlukan hanyala giga pendownloadtansetelah klik download giga melayanghangus siasia menunggu sekian kecepatan jaringan mbps normal gagalbarulah terinstal menghabiskan kuota gigangerasa kecewa banget tancentudah belabelain beli hp bat pbg,negative
bintang duluu kendala login perang musuh ngadatmacat sinyal g,negative
mohon updetan perbiki hp ram snapdragon main maslah update parah tolong perbaiki,negative
game bagus cuman tolong perbaiki fps drop bertemu musuh tolong mengganti layout tombol terhalang tombol simpan mengganggu tolong perbaiki,negative
update berat males main games deh nge bug mobil susah kendarai bage nabrak dikit langsung meledak deh nga kenock langsung mati pokonya males update ngabisin ram deh citer habis main gemes poker nga bikin pusing,negative
tencent bilang pengalaman bermain buruk ketemu cheater bug mohon diperbaiki gim bagus diperbaiki gim inipensi,negative
bintang maaf pengemar pubg skarang gk enak berat update ny gk jelass udh makn bayak data makan ram hp,negative
yth developer pubg mobile memantau perkebangan terkait isu bug didalam game terjun pesawat kali mengalami namanya perasut berputar lompat pesawat kali nyampe didaratan bug alamin sembunyi dibalik tembok lawan smoga update kali perkembangan bagus performa bermain terima kasih,negative
update tolong tensent perbaiki bug pesawat masuk rumah musuh ge lag parah banget update hp xiaomi redmi profesional,negative
tolong diperbaiki update naikturun kendaraan nge freez detik pas nge rush auto mati gini auto uninstal versi versi cacat,negative
suruh nge download map download melulu jam nunggu hasil apapun napasih geme ngebug ruang penyimpanan jaringan lancar gangguan apapun ngedownload map mbnya mb tolong kasih saran main mapnya download mencoba log ulang berpengaruh apapun kasih saran jam hapus geme,negative
serius perbaiki mode arena domination masuk match pertengahan pertarungan adil sebabkan koneksi internet tambahan mode arena tdm,negative
game bodoh bug jaringan bagus gagal masuk pertandingan mati bunuh bot reply login kali game sampah,negative
bug banget males main pubg masak perbaikan gara update buruk klu tanggapan peminat pubg berkurang,negative
player pas main kayak saingan profesional ngekill mati tolong permudah mainnya newbie sulit sulit malas main,negative
tolong support controllergamepad bermain tombol fisik lbh nenyenangkan memenuhi jari dilayar tangan mudah berkeringat meninggalkan cap jari dilayar berkeja produsen gamepad gamesir mocute analog tombol l ballancing pemain pakai controller satukan pakai emulator winwin solution drpd membanned kehilangan pemain,negative
habis update season parah fc trus letak buttonnya diedit nyesal x fc memory aman,negative
maksih tencen permohonan permohonan beda teman lainmohon maaf tolong atasi cheater bnyak pubg mobile perbaiki cheater malam main jumpa kali cheater berbeda update perbaiki berkurang bnyak cheater mohon cheater perbaiki terimaksih,negative
semenjak pegang kraftof game bug patah² jaringan aman semoga kedepannya diperbaiki,negative
ngeluh diserver yh sya smpe ngapus game download harapan terubah server asia tetep gk tolong tancet kmi pengen main tlong hilangin yh batas wktu pindah server,negative
game bagus grafis bagus sistem match bikin pemula males main level ketemu level,negative
suka pubg bandingin epep kesini frame chipset naga gen koneksi wifi ttp musuh ngeframe zona pas squad berkumpul beeeeh patah,negative
uda x donlod gk diinstal hmpr gb berhenti pakai wifi gk djaringan trllu menyusahkan niat kerja buang nunggu uda gk hasil anjing,negative
matappihak developer bertrimakasih update season bagusjadi menantangkalo p dimasukin mode classic biar serumakin hitam menantangsalut pubg mobile,negative
game buruk bug bermain nyaman mohon pubg mobile perbaiki game pemain main bagus keluhan player terima kasih,negative
update rusak kontrol mengintip gk pencet reelod senjata gk terisi isi tolong perbaiki update ngk gitu game rusak,negative
mohon bantuannya tencent pubgm kenph musuh lag lag mohon update mode snowterima kasih bantuan,negative
parah game anjing suka patah patah tolong perbaiki upadate jelek lari berhenti kontol,negative
tolong login main papji main kali masuk pertempuran permintaan habis tolonlah perbaiki jaringnnya tenceng jaringan g kecewa gem bintang kasih bintang tolong yah tenceng mohong perbaiki jaringannya,negative
game broken update parah bug lag jaringan bagus server respond trus tolong game diperbaiki update jualan main game bikin bahagia bikin pusing nambahin hp rusak gara kebanting da korban gara update nambahin bug lag,negative
server ganti season terjebak kjrp asia maju error tencent pembaruan bagus jelek,negative
terbuang ragara main pubg njim banget,negative
benarbenar kecewa bug urus serius contoh bug bermain death match senjata muncul stuck loading musuh teman mohon ditindak lanjuti bug hapus,negative
tolong lean kiri kanan percepat sekian detik delay pas open scope android ios mah sdh bagus,negative
ahir gagal masuk lobby sinyal gacor trus kadang pas gameplay koneksi terputus mohon kedepanya semoga diperbaiki,negative
developer pubg perbaiki masalh jaringan jaringan udh g kuota full masuk ajh gk tolong kenyamanan pengguna perbaiki jaringan,negative
pubg game terbagus suka pubg bermain pubg season gara merit kali meritku rating bunuh rekan tim berkurang meritnya tim bom duluan terima kasih sistem merit berguna player males main,negative
update masuk muncul keterangan kesalahan data download gitu mohon pencerahan tencent,negative
bagus semoga maju kedepan perketat pemain curang benci player curang bug perbaiki oke,negative
tier platinum musuh tier ace ajg pembagian musuhnya main solo,negative
teruntuk tencent pembaharuan versi terbaru tolong usahakan menimpa file makan memorytempat penyimpanan merugikan penggunanya permainan bermasalah permainan contohnya lek henk eror patah panas tergantung jaringan ditingkatkn bagimana pembaharuan file terbaru menimpa file trms,negative
parah bug pesawat loot lain-lain game jualan skin melulu gamenya ngebug perhatikan,negative
mohon maap bug tolong diperbagus kadang gabisa ambil senjata lempar bom gabisa taro ice wall kadang gabisa buka pintu teman bilang nama akunnya kenyzx dihack game sebelah,negative
pubg kayak tai ngebug kecewa banget habis updetan jam main males gara bug tier turun gara bug ganti rugi tencent permohonan maaf susah naikin tier min kecewa updetan bagus cacat,negative
gamenya bagusseruminusnya ketemu musuh lagfreeze posisi didalam mobil tolong perbaiki entengin gamenya biar hp specs standart tetep lancar,negative
bugrendering agan hp pubgm versi emulator pembuat pubg mobile memperbaiki bugrendering manfaatkan player nakal terima kasih,negative
tolong yaaa tencent perbaiki bug lag freeze kali bermain crash game menyebabkan nge freeze aplikasi terbaca sistem close relog,negative
payah parah cacat koneksi server lost mengakibatkan player mati mohon selesaikan merygikan player,negative
grafik bagus benahi ping stabil jaringan bagus bug update kasihan hp kentang tolong bug benahi player pindah game gara bug,negative
tolong min bug dipubg dibenerin mengurus banned bug dipubg cepat diatasi didiamin min pas lepas parasut damage suka ngebug bidik masuk kalah bug jaringan dipubg tolong dibenerin diwanti wanti semenjak februari jaringan suka ngelag ping hijau ms gerak jaringan tolong min dibenerin sistem didalam pubg sekian terima kasih,negative
tolong percepat update eventnya bosan bermain pubg event ngelooting hitam bikin kepala pusing tolong penyuka game semenjak collab residen evil,negative
curhat buka create baju teman dapetnya bagus bagus contohglasier malas main pubg mobile tolong skin bagus,negative
kecewa jaringan bagus ram hp ckup koh ngelag bagus pubg nge bug anjy,negative
lumayan tolong kendala jaringan dibenerin,negative
halaah game aneh bug kerja apanya orang noob diejek noob report bug fix ayolah tencent kalah krafton luuuuu game aneh,negative
tencent gini update hilang pencinta game pubg update emg udh parah mobil patah turun pesawat ping sndri delapan ratusan update eggak nyaman main main iphone gtu main hp klas bawahan org pecinta pubg berkurang gini tolong diperbaikin,negative
bug terjun pick senjata kelengkapannya event nyangkut gabisa ditutup auto load tidal aesuai please fix,negative
crown ace exp susah naiktapi pertempuran mati exp kurangipadahal kil bermain adilannya,negative
mengakui kepuasan bermain pubg mobile bug heal terkadang permain kali teman random dengar mengeheal nyawa kritis mati konyol harap pr pubg mobile harap aupdate mendownload ulang kendala penain pubg mobile,negative
login akun masuk versi harap perbarui beli data unlimited instal login skarang,negative
suka game kecewa game bug voice chat berkomunikasi berbicara mendengarkan teman tim penurun fps tibatiba parah fitur antialiasing hasilnya ketidakstabilan ping bermain menyebabkan lag bermain,negative
saran mengemat memori penyimpanan alangkah baiknya baju gaca tukar fragmen memori penyimpanan hemat aplikasi pubg mencapai gb kasian pemain ram hp cm gb mohon solusinya skin baju bnyak pakai menarik pemain kurangnya minat pemain game pubg ram butuhkan,negative
knapa download bukaknapa download paused wifi disabledmembosankan nungguintolong baikin bikin game iningabisin kuata maeninanjiir paket data habis gb nidi bukak bisaribet pubg nimnding main free fireekuata dikit main seruajirr bangsat,negative
tolong akun kena hack orang indo sistem apaapa bobroook sistem mengembalikan akun fine tolong blokir sakit hati mentang mentang player melalaikan player penghasilan player enak hargai player nyaman player,negative
update game bug parah kategori bug terparah versi tolong cepat perbaiki kesal update cepat perbaiki,negative
perbaiki bug mic player kesulitan berkomunikasi game mic mati terima kasih semoga pubg kedepan,negative
tolong diperbaiki wifi bagus main sinyal nambah parah pdhl sblm update bagus bagus ajatolong perbaiki secepatnya,negative
pubg udh lumayan semenjak krafton crash sinyal hijau ngelag udh mendarat crash tolong diperbaiki,negative
hallo developer tolong pubg crate susah hitam bagus game keren player main season susah hitam bagus kesan player,negative
tolong crafton botnya dikembalikan semulauntuk damage bot sakit dirugikan damage bot,negative
akun rawat hilang orang meretas akun region berbeda bermain perangkat batas login perangkat maksimal login perangkat berbeda,negative
plis tencent download data perbaiki sinyal dh bagus pakai wifi download jalan jalan susah download data ingame cheater bug frame drop ngebuat player nyaman main,negative
game bagus kaya atur sensitivitasnya gampang ribet banget trus filenya berat tencent tolong batuannya,negative
tolong tencent benerib bug pakai wifi gabisa turun pesawat nge heng ngentott emosi update mines pakai wifi data internet xl rumah lancar bangsat,negative
tolong tencent player terjebak server asia kecuali tunggu tolong pikirkan playernya main ditempat kuat jaringan pingnya menikmati game buruk,negative
season season parah masuk bug parah login permintaan habis maksud parah kecewa,negative
game bagus mohon pertimbangkan sizeny membengkak nantiny game game size gb org memainkanny perangkat berisi pubgm menghapus aplikasi anggap update kali menikmati gameplaynya,negative
maaf knapa downlod playstor gagal berulang pakai apkpur untk mengunduh game tolong jawabannya,negative
tolong diperbaiki game home loading mulugak claim loading melulu tekan loading melulu,negative
tolong diperbaiki kasih bintang maaf parah banget bermain pesawat musuh teman,negative
kecewa pubg senyaman ruang penyimpanan gk bugny udh parah eror gagal msuk pertandingan pantesan player pubg pindah saran tencent update besaran betulin bug bug diturnamen bug malu,negative
mohon diperbaiki bug bermain mode arena bermain mode arena ngebug musuh teman bergerak tolong tencent memperbaiki bug menggangu,negative
perbaikin gwa coba main game login gagal niat kasih mb gini rugi gwagwa kasih bintang duluh perbaiki kasih,negative
main enak enak trus pas updatean sya update main clasic ngebug smuawaktu men darat jatuh ketinggian tencen perbaikilah secepat kuota sya habis download smpai x tetep bug sperti sbelumnya ukuran aplikasi gb chace sampah sya bersihkan main main,negative
update corupted aduh payah,negative
sebentar update hilang lagnyadi hp kumakasih ye tencent berusaha terbaik bintang semoga alami player,negative
update rusak game taaaiikksering lag pdhal spek hp mumpuni jaringan aplikasi sehat ajamalahan bug masuk gamejgn cari uang update skin doang kenyamanan player diliat woyy tencent parahhh,negative
tambahin mode peta lh bosen tambahin memilih mode arcade dg senjata sesuai senjata acak update bug perbaiki mode ditambah peta pubg china lihat mode bulannya x dalm th mode kontl tencent emang,negative
boss kurangi jaringan buruk jaringan gc menghibur bagus bos bintang bos gk terima pubg sampahh,negative
percayalah tencent update besaran ukuran game bilangkan indonesia sunyi main gameknp indonesia hp gk spek salah satunya,negative
skrng bug mic bermain diperbaiki tolong min gambar step map suara step perbaiki kena hbd,negative
peti create berisi sampah senilai harganyatolong hadiah peti klasik premium ditingkatkan rate hitam legend peti terkadang sampah,negative
hai developer tolong kembalikan pubg bermain mengalami bug patah patah bertemu musuh player pindah game terima kasih,negative
mantappp game mahal device support dijamin main lancar pribadi device koneksi emang mumpuni device ram gb download map resource pack gausah didownload download sebutuhnya menuhin data minus gabisa blokir orang friendlist blokir urusan orang mantan risih banget sumpah pengen blokir berteman gatau biar stalk melulu,negative
kesalahan game akun jatuhi hukuman kecewa keamanan pubg mobile versi,negative
update terbaru parah bug koneksi bagus pas dimainkan gamenya ngelag parah,negative
lancar pakai ram gb update blom bug menggangu update instal ulang ram bertambah internal menggangu sesak,negative
update membaik minus,negative
kali update nyagk kuat hp,negative
verifikasinya sdh masuk,negative
suruh update kenanya gb permainan buruk buruk buruk banget lnglag banget tolong perbaikanya secepatnya perbaiki,negative
gamenya bagus ukuran gamenya turunkan enak mainkan menembaknya dipermudah pemain pemula pemain pemula susahsusah menembak,negative
bug masuk mode tdm ammo senjata senjatanya jaringan ping ms main tpp pas turun pesawat kadang berubah fpp itupun kameranya perut mata,negative
event robot bikin darah seru main injek berkalikali lempar musuh make magnet jarak roket kabur selamat susah tembak robot susah soon mood tolong nerf kecepatan lari robot buff jetpack naikan kecepatan seru,negative
jelekk banget game coba ligin kali ngunduh data jam buang,negative
tencent terhormat game berat update kali bugnya ping stabil delay tencent kembalikan pubg please,negative
bintang kecewa puas dlm game patah lag bug jaringan server jaringan hp bagus tolong perhatikan kepuasan setia game,negative
masuk login akun ganti akun login download kali tidam login tolong pubg pliiss bantu login bermain pubg pliss,negative
semenjak download apapun kali game force close handphone sesuai minimum tolong perbaiki butuh kecewa tencent games,negative
season deh kecewa game gara gara bug sistem permainannya seimbang contohnya tier diamond dipertemukan tier ace merit kesulitan menaikkan tiersebenarnya kekerasan tim merit dikurangi gara gara nge bom musuh kena teman tim deh knock mati cheater mencurangi gameplay game mohon dimengerti,negative
tolong balikin akun login fb fb hack gk main coba kasi solusinya main pubg season rp tolonglah,negative
update berulang sialan bikin bangkrut orang kahkuota habis update berulang udh app bangsat ulang ngulang bangsat ganti kuota,negative
lag sumpah parah hp ram lag tolong perbaikibukanya bagus parah,negative
pubg game kayak bocah lawan bot crown koneksi jaringan habis maksudnya kalah game freefire pintu ih malu boss jaringan freefire stabil kayak pubg sampah player pubg download freefire pubg jelek pakai memori bug dimana koneksi stabil balas,negative
ngeselin gamenya ngabisin kuota udh pembaharuan ngabisin ram gamenya lancar suka ngebug suka ngelag kali perhatikan menengah kebawah kasian hp ram main gk berat ngapusin apl hp game ginian doang,negative
game bagus bostapi sayangkan pemain pc pemain android jngn gabung lahdah android klh resolusi nyajngn game mengikuti perkembangan gadget donk,negative
bagus kalah game sebelah kasi bintang suka pubg grafik bagus mode warhous semangat game bagus,negative
gamenya seru banget mapnya lho luas banget playernya pokoknya download game download nyesel deh,negative
bintang kasih bintangudah bagus maenyapun merasakan sensasi nyatadan suka filenya berkurang menyukai pubg inisaran ditambah mb main mb gede suport anak nusantarakampung uninstalketika mbnya berkurang langsung download,negative
rusak bug nambah sya main season nambah bug sihh updetan mohon perbaiki,negative
koneksi stabil menyebabkan gameplay hancur turunnya kd gk serius sebabkan lag mohon fitur wifidata jaringan lag gameplay orang menaik cita profesional player kehalang lag internet,negative
dng pubg delete instal bug yanh instal cepat jamtapi sya tinggalkan makan ulangg huhh menyebalkan skali suka bermain pubg,negative
bug pesawat mengganggu terganggu bug inipadahal sinyal lancarram gb nege bugsudah main bug pesawat inipihak tenshen tolong lekas bersihkan berkas berkas sampahnya,negative
kesini aneh kesering update permainan nyaman game berat jaringan karakter cacat musuh ditembak berkali kali mati sdh habis magasin ujungnya knock duluan tembak aneh deh pubg skrg,negative
update parah bangetram gb rom ngelegmain rules survival lancar ukurannya bisarkecewa deh pubg mobilpindah game,negative
mohon developer download data seperrti map sumber klasik pakai wifi download game enak hapus download tetep gabisa pakai data seluler mohon balas,negative
ujuran update tulisannya mb pas update gb stress tencent bodoh burikk jelek banget sumpah nyesel update ngabisin kuotasetelah update bug bolak lag sinyal bagus jelekkk,negative
skin kembangin performa realitas game pedulikan beda pubg steam gitu ganti namanya pakai nama pubg game jaman realitas aneh skin masuk akal bentuknya bilang berkali kali komentar,negative
date maksa download gb berat coba update event ganti main fun game seimbang event masuk akal main breakout,negative
tolong perbaiki jaringan bagus main langsung ngelek update bagus jelek tolong perbaiki kasih menyesal pemain,negative
login paket kuota tautkan fb masuk boong gud banget mantab,negative
halloo tencet tolong perbaiki frame buga kasihan hp end ketemu musuh langsung patah malas maina sinyal pdahal ms memuat memuat terima kasih,negative
kesini bagus palah parah turun ngebug gedung kebentuk mobil kadang kadang serung berat banget kendaliin parah pubg,negative
bug parah update terbaru tolong fiks cuman skin skin update tolong event event hapus memperingan gamenya,negative
suka game perbarui gb game kacau loding susah tanggapan server masuk dlm pertempuran susah pas menu masuk game dlm pertempuran masuk susah udh dlm pertempuran kacau nh game,negative
bug informasi musim gabung profil cek kebali klik tombol back tulusan gamesekarang skali ping berubah tolong pebaiki hpku ram gb basic samsung kemren update lancar update bgnijd bikin konten terganggu,negative
game bedain tier main tier platinum gabisa main ace crown gini cit ditek sistem tertawa ban berbayar gratisan citer nyaa berbayar ban wkwowkw lawak gini game berpihak uang cit berbayar ban main fun main teman otomatis tier gold platinum crown ace gabisa main,negative
update bermain yah habis log pas deh masuk game deh tersingkir bikin males bug hp aman² yah,negative
gamenya bagus pas main ketemu player buruk feeder benci pas main musuh kuat sesuai pertandingan berdasarkan rank contoh rank gold pemula musuh rank crown ace pertandingan mohon cepat perbaiki,negative
jaringan bagus game pas mendara grafik sudan tembak musus npak grafiknya exmosi sdh pakai vivo ram hasilnya yak maksimak putus putus conneksi payah,negative
senang kak main hp ram gb pesawat suplai musuh tim berkendara samping langsung ngelag total apain layar hp semenjak update kendaraan apapun langsung lag parah jaringan stabil main game online aman kesenangan bermain terkendala lagnya,negative
gabisa masuk match gini berkurang pointnya turun perbaiki masuk match,negative
ribet ngeclaim hadiahnya fitur ambil versi terbaru bug,negative
menurt sya game bgus tidk ram trllu besr pembaharuanupdate menghapus aplikasi laen ram kecilin min biar menghaps aplikasi laen update,negative
tolong diperbaiki ping server drop jaringan player main bareng teman merasakan ping drop ping main beda kota,negative
halo bayu keluhan player emulator player emulator kecewa karenakan main emulator matching jaringan spek pc bagus bagus situ mencoba tiada hasil unutk developer update perbaiki mengganggu main klasik berperingkat nunggu menit game mulaisaya berharap terselesaikan,negative
anncuurrr aneh update errornyagak lihat pesawat terjun mode klasiksekalinya terjungak buka pintu map musuheh mati ditembak musuh gara error bug tolol kaya gini rank turunparah parah,negative
event rank turun bngt diamond turun goldtolong perbaiki event kali nggk seruitu kayak event aladin,negative
game jelek ngekil skors mati,negative
tolong update grafik buram tencent sesuda update map salju adatolong tencent secepat memperbaiki grafik bnyak player kecewa setela update leg buram grafik player tencenr seaon update buram buram,negative
update main kacau turun pesawat mohon diperbaiki player rugi ngehapus game merugikan gara main bug biss turun pesawat tier turun tolong game gede make ram tencent tolong diperhatikan,negative
tolong tencent ping sever ngak konek susah stabil ping semenjak updeta puas updet sekarng lag parah membosankan jenuhhh,negative
tolong diperbaiki download resource packnyasaya mendownloadnya wifi game memaksa mendownloadnya data seluler data seluler habis pubg mobile download pakai wifi data seluler tolong kembalikan wifi dipakai update aplikasi playstore nonton youtube main game tolong diperbaiki,negative
tolong perbaiki update masuk pertempuran force close map pakai force close,negative
game seru menarik mendarat terjun bangunan rumah lain-lain buram berbentuk normal game lag signal turun ditempat sepi ditempat ramai berbuat apaapa mati tolong,negative
udh hbs gb lbih pmbhruan gagal buang kuota nama udh x update msih g udh gb lbih hilang siasia gmn,negative
bug pesawat bug terjun update memperbaiki ngerusak,negative
lambat banget loading nyatrus ogahhh deh aplikasi aplikasi mb banget trus pakai ram download pakai hapus file download aplikasi pikir nyesel banget aplikasi,negative
tolong perbaiki bug musuh lag patah patah koneksi bagus hp mendukung,negative
kerren ampas hadiah petitambah bug susah levelkan ramnya susah downloadnya peti kupon bodoh tencent kerren skin senjata mmm,negative
dowload terusss siii unduh sumber daya dowload pubg anehhhh kayak gakk suka gamenya,negative
tolong perbaiki lapor perbaikan bayangin deh x main nyangkut jlan mesti relogentah pertengahan permainanpaspesawat jalan trus begtu deh masuk relog deh knock merugikan bangetpoin minus kuytolong perbaiki parahserver meresponga masuk pertandingan,negative
pubg berat hp hp gaming tolong developer pubg kurangin updatenya really hp atur kiri kuat jumpa musuh kangen main ngelaq bintang always kidding,negative
suka era tencent game semenjak pegang level infenite berat hp ram kebawah era tencent event event nostalgia kayak kolaborasi godzilaresiden evil saran developer perbaiki pengguna hp ram kebawa mendarat rumah sinyal drop parah download kenceng,negative
bug pas main ngefrish habis relock ulang masuk game masuk game nge bug bugnya temenya nga klist dinomor pemain tolong tencent diperbaiki bugnya,negative
update pubg main pas pesawat pesawatnya turu pesawat loting larisaja tolong perbaiki selagi player pubg mengeluh,negative
bug oh bug tolong perbaiki pesawat gk terjun pesawat gk teman musuh gk adatapi suara step ayo tencent perbaikin,negative
game bagus step musuh deket map susah rush bikin kesel pas nge rush orangnya manfaatin bug masuk bendabatutanah tolong baikin yaaa,negative
tolong pubg diringankan gamenya berat hp device kuat frame patah patah update skin gk bugglitch tolong diatasi update skin gamenya bug update skin sepi main gini update berat banget kasihan gamer pakai hp device sekian terima kasih semoga membantu,negative
dimap royalpas pas tembak musuh ngelag pelurunya kayak satuketemu musuh bergeraksuara kendaraan,negative
parah parah parah kali ngalamin main pubg enak main ngadat ngadat hapus riwayat sumpah nyesel pubg serakang kali musuh ngeprime pas ngerasmalah,negative
bagus gamenya leg bug gagal mech pus celah bug kali update,negative
pubgaku pengen kali masukan hewan gemes setia burung dlljd lawan binatang pelampisantrimaks pubgsaya kasi terkabul xixixxi,negative
ane admintencent aktif peduli player pubg kenyang download gede bug parah frezze match masuk itupun senjata tibatiba gabisa dipakai map cheater bikin betah player geser game,negative
game gk ribet klu pembahruannya updatenya skrng q gk main game gk pembahruan updetnya susah bikin ribet,negative
game bug gini tolong diperbaiki game seru bug² fix contoh bug wajar pas pesawat landing tiba² pesawatnya ngilang turun mati parah sumpah bug maaf kasih rating,negative
teramad kecewa mendowload xkehilangan kuota gb beli sumpah nyesek banget,negative
simple masukan prbaiki bug tolong update trllu memakan room kasian gamers memakai hp kapasitas trbatas star krna sya msih brtahan update sngat memakan room berjanji hapus game terima kasih,negative
pengalaman bermain pubg mobile seru menarik main menegangkan si pemain serius disaat mabar seru ramedan bintang game terpacu mengikuti turnamen daerah bercita cita profesional player tim bigetron esport,negative
bagus gamenyatapi tolong dikasih gitu biar pengguna hp bagus main kayak setingan gitu pliss tencent biar main enakan gitu thank,negative
oyy tencent crash pesawat bug semenjak update cma main server kjrp main asia stuck crash pesawat mohon perbaiki kenyamanan player,negative
cheater tolong ditangani chater noob pecundang rusak game main tampa tantangan seru otak dunggu lihat game rusak gara cheat ml contohnya ningalin tuh game gara pakai map hack radar map,negative
kecewa update bug frame parah tolong tencent perbaiki player setia pubg,negative
kebanyakan ngebug gk terjun pesawat pesawat gk tolong perbaiki pubg mobile,negative
berat kalangan pencinta pubg hpnya kentang main gara bakat tertutup atasi permasalahan game kecilkan kapasitasnya trimakasih tencent bintang perbaiki kasih bintang dilangit kelip engkau disana cahayanya insan,negative
alangkah baiknya pakai hp menengah selancar main coc skrg leg parah ram,negative
tolong perbaiki permainancuusetiap turun ramai bagus jaringan tolong perbaiki saudara laki-laki,negative
bagus sayang kebuka grapik hd coba hp spek menengah kebawah biar betah bermain game,negative
update bug force close mendadak alasan terhubung server bergerakmerubah posisi membuka scope suara mic tim terdengar cirle zone terkadang muncul mohon perbaiki bugnya mengganggu,negative
kasih bintang mengecewakan main pubg kesini kesini ngelag sinyal pull pakai iphone tetep ajh teman merasakan pubg mb kebesaran kalah ml mb dikit main game lancar ajh,negative
melakuan pembelian growing pack pembayarannya sukses dibeli masuk game mengecewakan,negative
tolong updatenya jngan maksa beli hp systemnya masuk diinternal memory update bnyak main krna hpnya bug cheat perbaharui ios mah okok android susahnya ampun mohon kebijakannya sya main season kesini parah update cheatnya tambahan android sound ultranya,negative
gamenya bagus penyimpanan hp mendukung ramnya klau turunin dikit,negative
versi bug tolong tencent perbaiki bug turun pesawat pesawat gsk turunya sasaran,negative
main season login data pindahkan versi lainpadahal versi updatetolong pencerahannya,negative
hai developer keluhan koneksi internet bagus bermain pubg mobile mencoba membuka aplikasi berbeda koneksinya benar² lancar kendala bermain pubg mobile koneksi benar² buruk afk kehilangan poin mohon diperbaiki player mengalaminya bermain lancar terima kasih,negative
pas masuk spawn island suka stuck tolong point minus kd turun gara gara,negative
pas main grafiknya cacat yah jaringan lag ingame pas lobby lancar pas masuk ingame lag parah banget ketemu cheater,negative
tolong diperbaiki segi bug pubg habis season bug tolong perbaiki cheater ban tolong push ketemu cheater melulu segi grafik bagus banget kasi bintang,negative
apdet gk main sihno respons anehbuat gim mainkanhiburan gtumain pakai kuota kx ribet nyayang game ramai peminat kankx ribet ampun deh,negative
gamenya bagus grafiknya tolong perbaiki bug game pubg contohnya bug jaringan jaringan bagus pakai wifi pas main kayak leg jaringan bagus ilangin bug matiin jaringan pesan game pubg,negative
bermain pubg bermain lancar kesini ko bug trus parah akun gmail putuskan pubg mabar sm teman teman kendala cheat melanggar apapun pemain rugikan top uc perjalanan nol tier mohon pubg memperbaiki akun gmail terimakasih,negative
tolong pubg perusahan pubg pandang player menengah smakin update parah hp player menengah kebawah mode mode bgitu hp player menengah kebawah layak ntuk bermain game nitolong diperhatikan anggap player pubg makek hp spek dewa pandang player menengahsmakin update layak hp menengah tolong diperhatikanhp kentang butuh bermain lancar,negative
ukurannya update pubg mobile ukurannya kasihan pemainnya berkurang gadget pemain mendukung merata,negative
tencent update skala mb sesuai dg system keluhan dr player pubg mohon imbangi perbaiki sistem permainan biar lancar lag,negative
anggap game bug pergi sono game sebelah update bugnya rendah bicara coba pikirkan baik² game sulit butuh usaha wajar game pc dikompress mobile bug berbeda asli steam gk pilih asli hasil kompresan gk game sebelah pindah ngeluh,negative
jaringan servernya tailah update engga usahlah update bagus burik jaringan servernya mode spectatornya ngebug habis apresiasi star pasca update,negative
ayolah perbaikin udh download ditinggal shalat tulisan menunggu wifi dikenakan tagihan tulisanya warna hijau pencet tulisan hijaunya kayak tahi hp samsung j memori gb ram gb memori pakai gb gb gk,negative
mohon maaf akun keban orng gk ngechit ban sistem rusak rusak game trus email tautan tolong kasih unbine email tautan itusoalnya gara gara email data akunt gk aman tencent tolong tencent bikin unbind email tautan terima kasih,negative
terima kasih updateannya game pubgnya bagus eventnya keren² skinnya mantap² jaringan bagus kali mohon mode hilangkan sizenya berat hp spek rendah sisakan mode classic oke tencent loved,negative
game seru menantang sayangnya lag bug aga perbaiki nge lag melulu main game perbaiki seasons² game lancar² kendalanya kecewa,negative
pubg mobile radar map suaranya kebolak enemynya didepan suara stepnya dibelakangans sebaliknyawhyy please tencent fixxxxx,negative
bermain slalu ngebug masuk pertempuran slalu ngebug speaker mic tolong tencent hilangkan bug pubg mobile keluhan terjun parasut musuh tiba² dibawah tolong hilangkan bug bermain tdm slalu ngebug permainan senjata apa² tiba² mati musuhnya tiba² matitolong perbaiki,negative
update gb masuk game download resource ukuran instal uninstal donlod menimpa data double nama file double developer kopi gajii,negative
kemari grafik bagus cuman kemari keseringan update bagus burukdari segi bug suaraserver merespontiba loby memikirkan keuntungan sendirikami pemain butuh mode apapun butuhkan pemain kenyamanan gamenyatolong respon secepatnyakalau update bug cheter perbaiki bug cheter skin,negative
games uda bagus kecuali jaringan ms buruk pas main jaringan ms turun lag gerak tolong perbaiki jaringan ms,negative
